results/description,results/Name_EN,results/name,results/power,results/address,results/provider,results/latitude,results/longitude,results/evConnectorCount,results/evConnectorAggregation
"CCS2: 110 kW, CLOSED, Type2: 5 kW, CLOSED",,เบสท์ เอ็นเนอร์ยี่ พลัส สาขา 16 (หนองบอน),110 kW,"หนองบอน, ประเวศ, กรุงเทพมหานคร",EA,13.694531,100.672389,,
"CCS2: 135 kW, CLOSED, Type2: 5 kW, CLOSED",,ม่วงศิริ (บางบอน5),135 kW,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",EA,13.636886,100.366883,,
"CCS2: 135 kW, CLOSED, Type2: 5 kW, CLOSED",,ม่วงศิริ (บางบอน5),135 kW,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",EA,13.636886,100.366883,,
"CCS2: 2x 117 kW, Type2: CLOSED",,บิ๊กซี คู้บอน,117 kW,"คันนายาว, คันนายาว, กรุงเทพมหานคร",EA,13.841268,100.662285,,
"CCS2: 2x 117 kW, Type2: CLOSED",,บิ๊กซี คู้บอน,117 kW,"คันนายาว, คันนายาว, กรุงเทพมหานคร",EA,13.841268,100.662285,,
"CCS2: 118 kW, Type2: CLOSED",,7-11 ม.เอื้อพัฒนานิเวศน์ (หนามแดง),117 kW,"บางแก้ว, บางพลี, สมุทรปราการ",EA,13.629384,100.633024,,
"CCS2: 118 kW, Type2: CLOSED",,7-11 ม.เอื้อพัฒนานิเวศน์ (หนามแดง),117 kW,"บางแก้ว, บางพลี, สมุทรปราการ",EA,13.629384,100.633024,,
"Type2: 22 kW, CCS2: 75 kW",,LPG เลิศราชพฤกษ์,75 kW,"บางพลับ, ปากเกร็ด, นนทบุรี",EA,13.928569,100.443835,,
"Type2: 22 kW, CCS2: 75 kW",,LPG เลิศราชพฤกษ์,75 kW,"บางพลับ, ปากเกร็ด, นนทบุรี",EA,13.928569,100.443835,,
"CCS2: 2x 118 kW, Type2: CLOSED",,เรสโกติวานนท์,117 kW,"บ้านใหม่, ปากเกร็ด, นนทบุรี",EA,13.937406,100.540006,,
"CCS2: 2x 118 kW, Type2: CLOSED",,เรสโกติวานนท์,117 kW,"บ้านใหม่, ปากเกร็ด, นนทบุรี",EA,13.937406,100.540006,,
"Type2: 5 kW, CCS2: 2x 118 kW",,SCB สาขา เสรีไทย (สวนสยาม),117 kW,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",EA,13.795896,100.691478,,
"Type2: 5 kW, CCS2: 2x 118 kW",,SCB สาขา เสรีไทย (สวนสยาม),117 kW,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",EA,13.795896,100.691478,,
"Type2: 2x 22 kW, CCS2: CLOSED",,โรบินสัน ศรีสมาน,22 kW,"บ้านใหม่, ปากเกร็ด, นนทบุรี",EA,13.938638,100.554162,,
"Type2: 2x 22 kW, CCS2: CLOSED",,โรบินสัน ศรีสมาน,22 kW,"บ้านใหม่, ปากเกร็ด, นนทบุรี",EA,13.938638,100.554162,,
"CCS2: 2x 115 kW, Type2: CLOSED",,MG รุ่งเจริญ สาขา เทพารักษ์,115 kW,"บางแก้ว, บางพลี, สมุทรปราการ",EA,13.620934,100.642418,,
"CCS2: 2x 115 kW, Type2: CLOSED",,MG รุ่งเจริญ สาขา เทพารักษ์,115 kW,"บางแก้ว, บางพลี, สมุทรปราการ",EA,13.620934,100.642418,,
"CCS2: 110 kW, CLOSED, Type2: 22 kW",,ไทยสัมพันธ์ปราการ ถ.เทพารักษ์ กม.6,110 kW,"เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.620418,100.643611,,
"CCS2: 110 kW, CLOSED, Type2: 22 kW",,ไทยสัมพันธ์ปราการ ถ.เทพารักษ์ กม.6,110 kW,"เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.620418,100.643611,,
"CCS2: 115 kW, CLOSED",,หน่วยบัญชาการป้องกันภัยทางอากาศกองทัพบก (นปอ.),115 kW,"สีกัน, ดอนเมือง, กรุงเทพมหานคร",EA,13.942247,100.578536,,
"CCS2: 115 kW, CLOSED",,หน่วยบัญชาการป้องกันภัยทางอากาศกองทัพบก (นปอ.),115 kW,"สีกัน, ดอนเมือง, กรุงเทพมหานคร",EA,13.942247,100.578536,,
CCS2: 4x 300 kW,,อี-บัส ราม 2 (Station 1),300 kW,"บางจาก, พระโขนง, กรุงเทพมหานคร",EA,13.673501,100.691191,,
CCS2: 4x 300 kW,,อี-บัส ราม 2 (Station 1),300 kW,"บางจาก, พระโขนง, กรุงเทพมหานคร",EA,13.673501,100.691191,,
CCS2: 9x 150 kW,,อี-บัส ราม 2 (สเตชั่น2),150 kW,"บางจาก, พระโขนง, กรุงเทพมหานคร",EA,13.673737,100.691327,,
CCS2: 9x 150 kW,,อี-บัส ราม 2 (สเตชั่น2),150 kW,"บางจาก, พระโขนง, กรุงเทพมหานคร",EA,13.673737,100.691327,,
"CCS2: 2x 90 kW, Type2: 2x 22 kW",,โรบินสัน สมุทรปราการ,90 kW,"ท้ายบ้านใหม่, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.583558,100.609553,,
"CCS2: 2x 90 kW, Type2: 2x 22 kW",,โรบินสัน สมุทรปราการ,90 kW,"ท้ายบ้านใหม่, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.583558,100.609553,,
"CCS2: 118 kW, Type2: CLOSED",,K-space Mini Mall ถ.สุขาภิบาล2,117 kW,"ประเวศ, ประเวศ, กรุงเทพมหานคร",EA,13.699083,100.705073,,
"CCS2: 118 kW, Type2: CLOSED",,K-space Mini Mall ถ.สุขาภิบาล2,117 kW,"ประเวศ, ประเวศ, กรุงเทพมหานคร",EA,13.699083,100.705073,,
"Type2: 22 kW, CLOSED, CCS2: 75 kW, CLOSED",,ดูโฮม สาขาบางบัวทอง,75 kW,"ละหาร, บางบัวทอง, นนทบุรี",EA,13.949241,100.421632,,
"Type2: 22 kW, CLOSED, CCS2: 75 kW, CLOSED",,ดูโฮม สาขาบางบัวทอง,75 kW,"ละหาร, บางบัวทอง, นนทบุรี",EA,13.949241,100.421632,,
"CCS2: 115 kW, CLOSED, Type2: CLOSED",,คาลเท็กซ์ รามอินทรา กม.14,115 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.812495,100.709057,,
"CCS2: 115 kW, CLOSED, Type2: CLOSED",,คาลเท็กซ์ รามอินทรา กม.14,115 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.812495,100.709057,,
"CCS2: 2x 117 kW, Type2: CLOSED",,7-11 ถนนพัฒนาชนบท 3 จุด2,117 kW,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",EA,13.73178,100.716077,,
"CCS2: 2x 117 kW, Type2: CLOSED",,7-11 ถนนพัฒนาชนบท 3 จุด2,117 kW,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",EA,13.73178,100.716077,,
CCS2: 150 kW,,อี-บัส วัดไร่ขิง (Station1),150 kW,"ไร่ขิง, สามพราน, นครปฐม",EA,13.754854,100.2854,,
CCS2: 150 kW,,อี-บัส วัดไร่ขิง (Station1),150 kW,"ไร่ขิง, สามพราน, นครปฐม",EA,13.754854,100.2854,,
CCS2: 4x 150 kW,,อี-บัส วัดไร่ขิง (Station2),150 kW,"ไร่ขิง, สามพราน, นครปฐม",EA,13.754677,100.285131,,
CCS2: 4x 150 kW,,อี-บัส วัดไร่ขิง (Station2),150 kW,"ไร่ขิง, สามพราน, นครปฐม",EA,13.754677,100.285131,,
"CCS2: 118 kW, Type2: CLOSED",,7-11 รามคำแหง 170,117 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.797279,100.714516,,
"CCS2: 118 kW, Type2: CLOSED",,7-11 รามคำแหง 170,117 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.797279,100.714516,,
"CCS2: 117 kW, CLOSED, Type2: CLOSED",,ESSO พหลโยธิน กม.25,117 kW,"สายไหม, สายไหม, กรุงเทพมหานคร",EA,13.931871,100.625974,,
"CCS2: 117 kW, CLOSED, Type2: CLOSED",,ESSO พหลโยธิน กม.25,117 kW,"สายไหม, สายไหม, กรุงเทพมหานคร",EA,13.931871,100.625974,,
"Type1: 22 kW, Type2: 5 kW, CCS2: 2x 90 kW",,โรงแรม ศศิศุขสันต์ บางบัวทอง,90 kW,"ลำโพ, บางบัวทอง, นนทบุรี",EA,13.958158,100.42699,,
"Type1: 22 kW, Type2: 5 kW, CCS2: 2x 90 kW",,โรงแรม ศศิศุขสันต์ บางบัวทอง,90 kW,"ลำโพ, บางบัวทอง, นนทบุรี",EA,13.958158,100.42699,,
"CCS2: 2x 116 kW, Type2: CLOSED",,ซัสโก้ สาขา สุขาภิบาล 3/2,116 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.800374,100.71807,,
"CCS2: 2x 116 kW, Type2: CLOSED",,ซัสโก้ สาขา สุขาภิบาล 3/2,116 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.800374,100.71807,,
"CCS2: 117 kW, Type2: CLOSED",,ตลาดเอซี พลาซ่า สายไหม,117 kW,"สายไหม, สายไหม, กรุงเทพมหานคร",EA,13.922011,100.642749,,
"CCS2: 117 kW, Type2: CLOSED",,ตลาดเอซี พลาซ่า สายไหม,117 kW,"สายไหม, สายไหม, กรุงเทพมหานคร",EA,13.922011,100.642749,,
CCS2: 38 kW,,ซี พี เอ็น ออยล์,38 kW,"แพรกษาใหม่, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.599422,100.658184,,
CCS2: 38 kW,,ซี พี เอ็น ออยล์,38 kW,"แพรกษาใหม่, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.599422,100.658184,,
"CCS2: 135 kW, CLOSED, Type2: CLOSED",,บิ๊กซี สุวินทวงศ์,135 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.817255,100.719781,,
"CCS2: 135 kW, CLOSED, Type2: CLOSED",,บิ๊กซี สุวินทวงศ์,135 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.817255,100.719781,,
"CCS2: 2x 118 kW, Type2: CLOSED",,ปั๊มน้ำมัน รวยเป๋าตุง จำกัด,117 kW,"สีกัน, ดอนเมือง, กรุงเทพมหานคร",EA,13.942905,100.623263,,
"CCS2: 2x 118 kW, Type2: CLOSED",,ปั๊มน้ำมัน รวยเป๋าตุง จำกัด,117 kW,"สีกัน, ดอนเมือง, กรุงเทพมหานคร",EA,13.942905,100.623263,,
"CCS2: 90 kW, Type2: 2x 22 kW",,The Paseo Mall (สาขาลาดกระบัง) ST.1,90 kW,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",EA,13.721735,100.727302,,
"CCS2: 90 kW, Type2: 2x 22 kW",,The Paseo Mall (สาขาลาดกระบัง) ST.1,90 kW,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",EA,13.721735,100.727302,,
"Type2: 22 kW, CCS2: 2x 110 kW",,บริษัท วีอาร์ ออโต้ สปา จำกัด,110 kW,"สายไหม, สายไหม, กรุงเทพมหานคร",EA,13.921255,100.654383,,
"Type2: 22 kW, CCS2: 2x 110 kW",,บริษัท วีอาร์ ออโต้ สปา จำกัด,110 kW,"สายไหม, สายไหม, กรุงเทพมหานคร",EA,13.921255,100.654383,,
"CCS2: 2x 118 kW, Type2: CLOSED",,เดอะวิสดาพาร์ค,117 kW,"บางบัวทอง, บางบัวทอง, นนทบุรี",EA,13.94576,100.380276,,
"CCS2: 2x 118 kW, Type2: CLOSED",,เดอะวิสดาพาร์ค,117 kW,"บางบัวทอง, บางบัวทอง, นนทบุรี",EA,13.94576,100.380276,,
"CCS2: 2x 110 kW, Type2: CLOSED",,บิ๊กซี สุขาภิบาล3,110 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.806783,100.726847,,
"CCS2: 2x 110 kW, Type2: CLOSED",,บิ๊กซี สุขาภิบาล3,110 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.806783,100.726847,,
"CCS2: 118 kW, Type2: CLOSED",,MG รุ่งเจริญ สาขา ลาดกระบัง,117 kW,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",EA,13.722254,100.734428,,
"CCS2: 118 kW, Type2: CLOSED",,MG รุ่งเจริญ สาขา ลาดกระบัง,117 kW,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",EA,13.722254,100.734428,,
"Type2: 22 kW, CCS2: 110 kW, CLOSED",,เบสท์ เอ็นเนอร์ยี่ พลัส สาขา 20 (ลาดกระบัง),110 kW,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",EA,13.722308,100.735811,,
"Type2: 22 kW, CCS2: 110 kW, CLOSED",,เบสท์ เอ็นเนอร์ยี่ พลัส สาขา 20 (ลาดกระบัง),110 kW,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",EA,13.722308,100.735811,,
CCS2: 2x 40 kW,,เรนฟอเรสต์ มอลล์ (กิ่งแก้ว),40 kW,"ราชาเทวะ, บางพลี, สมุทรปราการ",EA,13.659204,100.716474,,
CCS2: 2x 40 kW,,เรนฟอเรสต์ มอลล์ (กิ่งแก้ว),40 kW,"ราชาเทวะ, บางพลี, สมุทรปราการ",EA,13.659204,100.716474,,
CCS2: 7x 152 kW,,อี-บัส ศาลายา (สเตชั่น 1),152 kW,"มหาสวัสดิ์, พุทธมณฑล, นครปฐม",EA,13.805297,100.269776,,
CCS2: 7x 152 kW,,อี-บัส ศาลายา (สเตชั่น 1),152 kW,"มหาสวัสดิ์, พุทธมณฑล, นครปฐม",EA,13.805297,100.269776,,
CCS2: 2x 150 kW,,E-BUS ศาลายา (Station2),150 kW,"มหาสวัสดิ์, พุทธมณฑล, นครปฐม",EA,13.805557,100.269808,,
CCS2: 2x 150 kW,,E-BUS ศาลายา (Station2),150 kW,"มหาสวัสดิ์, พุทธมณฑล, นครปฐม",EA,13.805557,100.269808,,
"CCS2: 118 kW, Type2: CLOSED",,Caltex กิ่งแก้ว,117 kW,"ราชาเทวะ, บางพลี, สมุทรปราการ",EA,13.707565,100.736657,,
"CCS2: 118 kW, Type2: CLOSED",,Caltex กิ่งแก้ว,117 kW,"ราชาเทวะ, บางพลี, สมุทรปราการ",EA,13.707565,100.736657,,
"CCS2: 2x 117 kW, Type2: CLOSED",,บิ๊กซี ร่มเกล้า,117 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.809868,100.737612,,
"CCS2: 2x 117 kW, Type2: CLOSED",,บิ๊กซี ร่มเกล้า,117 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.809868,100.737612,,
"Type2: 22 kW, CLOSED, CCS2: CLOSED",,มังกรพลาซ่า แยกไปรษณีย์มีนบุรี,22 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.820733,100.73597,,
"Type2: 22 kW, CLOSED, CCS2: CLOSED",,มังกรพลาซ่า แยกไปรษณีย์มีนบุรี,22 kW,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",EA,13.820733,100.73597,,
"Type2: 22 kW, CCS2: 2x 110 kW",,ซัสโก้ สาขาบางบัวทอง(ไทรน้อย),110 kW,"บางบัวทอง, บางบัวทอง, นนทบุรี",EA,13.954106,100.367843,,
"Type2: 22 kW, CCS2: 2x 110 kW",,ซัสโก้ สาขาบางบัวทอง(ไทรน้อย),110 kW,"บางบัวทอง, บางบัวทอง, นนทบุรี",EA,13.954106,100.367843,,
"CCS2: 2x 118 kW, Type2: CLOSED",,บิ๊กซี หทัยราษฎร์,117 kW,"บางชัน, คลองสามวา, กรุงเทพมหานคร",EA,13.860382,100.720714,,
"CCS2: 2x 118 kW, Type2: CLOSED",,บิ๊กซี หทัยราษฎร์,117 kW,"บางชัน, คลองสามวา, กรุงเทพมหานคร",EA,13.860382,100.720714,,
"CCS2: 2x 75 kW, Type2: CLOSED",,Caltex บางพลี,75 kW,"บางพลีใหญ่, บางพลี, สมุทรปราการ",EA,13.62869,100.707593,,
"CCS2: 2x 75 kW, Type2: CLOSED",,Caltex บางพลี,75 kW,"บางพลีใหญ่, บางพลี, สมุทรปราการ",EA,13.62869,100.707593,,
"Type2: 22 kW, CLOSED, CCS2: 150 kW, CLOSED",,LPG ธัญสถิต ซอยร่มเกล้า 21/7,150 kW,"คลองสามประเวศ, ลาดกระบัง, กรุงเทพมหานคร",EA,13.751357,100.746597,,
"Type2: 22 kW, CLOSED, CCS2: 150 kW, CLOSED",,LPG ธัญสถิต ซอยร่มเกล้า 21/7,150 kW,"คลองสามประเวศ, ลาดกระบัง, กรุงเทพมหานคร",EA,13.751357,100.746597,,
"CCS2: 2x 117 kW, Type2: CLOSED",,7-11 ร่มเกล้า23,117 kW,"คลองสามประเวศ, ลาดกระบัง, กรุงเทพมหานคร",EA,13.745205,100.746591,,
"CCS2: 2x 117 kW, Type2: CLOSED",,7-11 ร่มเกล้า23,117 kW,"คลองสามประเวศ, ลาดกระบัง, กรุงเทพมหานคร",EA,13.745205,100.746591,,
"CCS2: 2x 110 kW, Type2: 22 kW",,หจก. ไทยสัมพันธ์ บางปู,110 kW,"ท้ายบ้าน, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.545004,100.618148,,
"CCS2: 2x 110 kW, Type2: 22 kW",,หจก. ไทยสัมพันธ์ บางปู,110 kW,"ท้ายบ้าน, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.545004,100.618148,,
"Type1: 22 kW, CLOSED, Type2: 22 kW, CLOSED, CCS2: 90 kW, CLOSED",,ศูนย์การค้า May Market ถ.บางนา-ตราด,90 kW,"บางพลีใหญ่, บางพลี, สมุทรปราการ",EA,13.628836,100.718523,,
"Type1: 22 kW, CLOSED, Type2: 22 kW, CLOSED, CCS2: 90 kW, CLOSED",,ศูนย์การค้า May Market ถ.บางนา-ตราด,90 kW,"บางพลีใหญ่, บางพลี, สมุทรปราการ",EA,13.628836,100.718523,,
"Type1: 11 kW, Type2: 2x 22 kW, CCS2: 2x 50 kW",,เมืองโบราณ บางปู ST.1,50 kW,"บางปู, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.5393,100.622926,,
"Type1: 11 kW, Type2: 2x 22 kW, CCS2: 2x 50 kW",,เมืองโบราณ บางปู ST.1,50 kW,"บางปู, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.5393,100.622926,,
CCS2: 6x 300 kW,,อีบัส รังสิต บางพูน,300 kW,"บางพูน, เมืองปทุมธานี, ปทุมธานี",EA,13.996706,100.582167,,
CCS2: 6x 300 kW,,อีบัส รังสิต บางพูน,300 kW,"บางพูน, เมืองปทุมธานี, ปทุมธานี",EA,13.996706,100.582167,,
"CCS2: 2x 55 kW, Type2: CLOSED",,Standard NGV (ปทุมธานีสายเก่า),55 kW,"บางปรอก, เมืองปทุมธานี, ปทุมธานี",EA,14.008741,100.532659,,
"CCS2: 2x 55 kW, Type2: CLOSED",,Standard NGV (ปทุมธานีสายเก่า),55 kW,"บางปรอก, เมืองปทุมธานี, ปทุมธานี",EA,14.008741,100.532659,,
"Type1: 22 kW, Type2: 22 kW, CCS2: 90 kW, CLOSED",,บริษัท 909 มหาคุณ จำกัด,90 kW,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",EA,13.721812,100.761461,,
"Type1: 22 kW, Type2: 22 kW, CCS2: 90 kW, CLOSED",,บริษัท 909 มหาคุณ จำกัด,90 kW,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",EA,13.721812,100.761461,,
"CCS2: 2x 110 kW, Type2: CLOSED",,คาลเท็กซ์ เจ้าคุณ ออยล์ เจ้าคุณทหาร,110 kW,"คลองสามประเวศ, ลาดกระบัง, กรุงเทพมหานคร",EA,13.753907,100.767286,,
"CCS2: 2x 110 kW, Type2: CLOSED",,คาลเท็กซ์ เจ้าคุณ ออยล์ เจ้าคุณทหาร,110 kW,"คลองสามประเวศ, ลาดกระบัง, กรุงเทพมหานคร",EA,13.753907,100.767286,,
CCS2: 300 kW,,E-BUS อู่รังสิต 200ปี (Station 1),300 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,13.99601,100.60255,,
CCS2: 300 kW,,E-BUS อู่รังสิต 200ปี (Station 1),300 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,13.99601,100.60255,,
CCS2: 7x 150 kW,,อีบัส เอกชัย สเตชั่น1,150 kW,"โคกขาม, เมืองสมุทรสาคร, สมุทรสาคร",EA,13.576467,100.309811,,
CCS2: 7x 150 kW,,อีบัส เอกชัย สเตชั่น1,150 kW,"โคกขาม, เมืองสมุทรสาคร, สมุทรสาคร",EA,13.576467,100.309811,,
CCS2: 2x 300 kW,,อีบัส เอกชัย สเตชั่น2,300 kW,"โคกขาม, เมืองสมุทรสาคร, สมุทรสาคร",EA,13.576461,100.309811,,
CCS2: 2x 300 kW,,อีบัส เอกชัย สเตชั่น2,300 kW,"โคกขาม, เมืองสมุทรสาคร, สมุทรสาคร",EA,13.576461,100.309811,,
"CCS2: 150 kW, CLOSED",,E-BUS อู่รังสิต 200ปี (Station 2),150 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,13.996353,100.602464,,
"CCS2: 150 kW, CLOSED",,E-BUS อู่รังสิต 200ปี (Station 2),150 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,13.996353,100.602464,,
"Type2: 22 kW, CCS2: 75 kW",,ศูนย์การค้า Porto Chino St.1 มหาชัย,75 kW,"นาดี, เมืองสมุทรสาคร, สมุทรสาคร",EA,13.568521,100.289781,,
"Type2: 22 kW, CCS2: 75 kW",,ศูนย์การค้า Porto Chino St.1 มหาชัย,75 kW,"นาดี, เมืองสมุทรสาคร, สมุทรสาคร",EA,13.568521,100.289781,,
"Type2: 5 kW, CCS2: 2x 110 kW",,เอสเค โฮม,110 kW,"บางโฉลง, บางพลี, สมุทรปราการ",EA,13.623727,100.757497,,
"Type2: 5 kW, CCS2: 2x 110 kW",,เอสเค โฮม,110 kW,"บางโฉลง, บางพลี, สมุทรปราการ",EA,13.623727,100.757497,,
"CCS2: 2x 58 kW, Type2: 22 kW",,หจก. พีอาร์กรุ๊ป 1998,58 kW,"ทับยาว, ลาดกระบัง, กรุงเทพมหานคร",EA,13.719229,100.79471,,
"CCS2: 2x 58 kW, Type2: 22 kW",,หจก. พีอาร์กรุ๊ป 1998,58 kW,"ทับยาว, ลาดกระบัง, กรุงเทพมหานคร",EA,13.719229,100.79471,,
"CCS2: 117 kW, Type2: CLOSED",,บิ๊กซี ไทรน้อย,117 kW,"ไทรน้อย, ไทรน้อย, นนทบุรี",EA,13.985333,100.319314,,
"CCS2: 117 kW, Type2: CLOSED",,บิ๊กซี ไทรน้อย,117 kW,"ไทรน้อย, ไทรน้อย, นนทบุรี",EA,13.985333,100.319314,,
"CCS2: 2x 117 kW, Type2: CLOSED",,MG กรุงเทพ (สาขาสุวินทวงศ์),117 kW,"โคกแฝด, หนองจอก, กรุงเทพมหานคร",EA,13.809549,100.803471,,
"CCS2: 2x 117 kW, Type2: CLOSED",,MG กรุงเทพ (สาขาสุวินทวงศ์),117 kW,"โคกแฝด, หนองจอก, กรุงเทพมหานคร",EA,13.809549,100.803471,,
"Type2: 11 kW, CCS2: 30 kW",,โอสุ เนเจอรัล แก๊ส ซ.คลองหลวง 50,30 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,14.035751,100.616568,,
"Type2: 11 kW, CCS2: 30 kW",,โอสุ เนเจอรัล แก๊ส ซ.คลองหลวง 50,30 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,14.035751,100.616568,,
"CCS2: 110 kW, CLOSED, Type2: 5 kW, CLOSED",,เอสที มอเตอร์สปอร์ต ถ.สุวินทวงศ์,110 kW,"โคกแฝด, หนองจอก, กรุงเทพมหานคร",EA,13.809473,100.808759,,
"CCS2: 110 kW, CLOSED, Type2: 5 kW, CLOSED",,เอสที มอเตอร์สปอร์ต ถ.สุวินทวงศ์,110 kW,"โคกแฝด, หนองจอก, กรุงเทพมหานคร",EA,13.809473,100.808759,,
"CCS2: 2x 75 kW, Type2: CLOSED",,SUSCO สาขาทับยาว,75 kW,"ทับยาว, ลาดกระบัง, กรุงเทพมหานคร",EA,13.713704,100.813221,,
"CCS2: 2x 75 kW, Type2: CLOSED",,SUSCO สาขาทับยาว,75 kW,"ทับยาว, ลาดกระบัง, กรุงเทพมหานคร",EA,13.713704,100.813221,,
"CCS2: 38 kW, Type2: 2x 22 kW",,สยามพรีเมียมเอ้าท์เล็ต,38 kW,"บางเสาธง, บางเสาธง, สมุทรปราการ",EA,13.693468,100.829465,,
"CCS2: 38 kW, Type2: 2x 22 kW",,สยามพรีเมียมเอ้าท์เล็ต,38 kW,"บางเสาธง, บางเสาธง, สมุทรปราการ",EA,13.693468,100.829465,,
CCS2: 5x 150 kW,,E-BUS มีนบุรี (Station 1),150 kW,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",EA,13.809186,100.832026,,
CCS2: 5x 150 kW,,E-BUS มีนบุรี (Station 1),150 kW,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",EA,13.809186,100.832026,,
CCS2: 3x 150 kW,,E-BUS มีนบุรี (สเตชั่น 2),150 kW,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",EA,13.809186,100.832026,,
CCS2: 3x 150 kW,,E-BUS มีนบุรี (สเตชั่น 2),150 kW,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",EA,13.809186,100.832026,,
"Type2: 22 kW, CCS2: 50 kW",,ม.ธรรมศาสตร์ศูนย์รังสิต ST.1,50 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,14.076432,100.596284,,
"Type2: 22 kW, CCS2: 50 kW",,ม.ธรรมศาสตร์ศูนย์รังสิต ST.1,50 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,14.076432,100.596284,,
CCS2: 6x 150 kW,,อีบัส การเคหะบางพลี,150 kW,"ท้ายบ้าน, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.587333,100.800398,,
CCS2: 6x 150 kW,,อีบัส การเคหะบางพลี,150 kW,"ท้ายบ้าน, เมืองสมุทรปราการ, สมุทรปราการ",EA,13.587333,100.800398,,
"CCS2: 2x 75 kW, Type2: 2x 22 kW",,สถาบัน AIT รังสิต ST.1,75 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,14.076571,100.613892,,
"CCS2: 2x 75 kW, Type2: 2x 22 kW",,สถาบัน AIT รังสิต ST.1,75 kW,"คลองหนึ่ง, คลองหลวง, ปทุมธานี",EA,14.076571,100.613892,,
"CCS2: 2x 38 kW, Type2: 2x 22 kW",,ตลาดโรงเกลือท้ายเกาะ,38 kW,"ท้ายเกาะ, สามโคก, ปทุมธานี",EA,14.108348,100.506996,,
"CCS2: 2x 38 kW, Type2: 2x 22 kW",,ตลาดโรงเกลือท้ายเกาะ,38 kW,"ท้ายเกาะ, สามโคก, ปทุมธานี",EA,14.108348,100.506996,,
"CCS2: 2x 110 kW, Type2: CLOSED",,บิ๊กซี หนองจอก,110 kW,"กระทุ่มราย, หนองจอก, กรุงเทพมหานคร",EA,13.854351,100.854739,,
"CCS2: 2x 110 kW, Type2: CLOSED",,บิ๊กซี หนองจอก,110 kW,"กระทุ่มราย, หนองจอก, กรุงเทพมหานคร",EA,13.854351,100.854739,,
CCS2: 3x 180 kW,,ไทยน้ำทิพย์,180 kW,"พืชอุดม, ลำลูกกา, ปทุมธานี",EA,13.96109,100.892545,,
